TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
17776,24520,2,490,0.9999,0.9732,0.9864,0.9999,0.9885,0.6,train
3546,4884,8,119,0.9977,0.9675,0.9824,0.9984,0.9852,0.6,val
14097,19651,29,455,0.9979,0.9687,0.9831,0.9985,0.9859,0.6,test
