TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
158,5563,8,21,0.9518,0.8827,0.9159,0.9986,0.995,0.3,train
1602,55685,128,91,0.926,0.9462,0.936,0.9977,0.9962,0.3,val
13957,495827,1012,1009,0.9324,0.9326,0.9325,0.998,0.9961,0.3,test
