TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
39371,81806,90649,38656,0.3028,0.5046,0.3785,0.4744,0.4838,0.2,train
7860,16592,17943,7701,0.3046,0.5051,0.38,0.4804,0.4881,0.2,val
31627,65062,72896,30802,0.3026,0.5066,0.3789,0.4716,0.4825,0.2,test
