,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-04-28 00:44:11.969403,2025-04-28 00:44:11.969471,0 days 00:00:00.000068,COMPLETE
1,1,0.0,2025-04-28 00:44:11.969617,2025-04-28 00:44:11.969643,0 days 00:00:00.000026,COMPLETE
2,2,0.0,2025-04-28 00:44:11.969751,2025-04-28 00:44:11.969775,0 days 00:00:00.000024,COMPLETE
3,3,0.0,2025-04-28 00:44:11.969896,2025-04-28 00:44:11.969918,0 days 00:00:00.000022,COMPLETE
4,4,0.0,2025-04-28 00:44:11.970011,2025-04-28 00:44:11.970031,0 days 00:00:00.000020,COMPLETE
5,5,0.0,2025-04-28 00:44:11.970123,2025-04-28 00:44:11.970144,0 days 00:00:00.000021,COMPLETE
6,6,0.0,2025-04-28 00:44:11.970234,2025-04-28 00:44:11.970254,0 days 00:00:00.000020,COMPLETE
7,7,0.0,2025-04-28 00:44:11.970342,2025-04-28 00:44:11.970361,0 days 00:00:00.000019,COMPLETE
8,8,0.0,2025-04-28 00:44:11.970450,2025-04-28 00:44:11.970468,0 days 00:00:00.000018,COMPLETE
9,9,0.0,2025-04-28 00:44:11.970554,2025-04-28 00:44:11.970573,0 days 00:00:00.000019,COMPLETE
10,10,0.0,2025-04-28 00:44:11.970659,2025-04-28 00:44:11.970677,0 days 00:00:00.000018,COMPLETE
11,11,0.0,2025-04-28 00:44:11.970764,2025-04-28 00:44:11.970781,0 days 00:00:00.000017,COMPLETE
12,12,0.0,2025-04-28 00:44:11.970867,2025-04-28 00:44:11.970885,0 days 00:00:00.000018,COMPLETE
13,13,0.0,2025-04-28 00:44:11.970971,2025-04-28 00:44:11.970989,0 days 00:00:00.000018,COMPLETE
14,14,0.0,2025-04-28 00:44:11.971078,2025-04-28 00:44:11.971096,0 days 00:00:00.000018,COMPLETE
15,15,0.0,2025-04-28 00:44:11.971180,2025-04-28 00:44:11.971198,0 days 00:00:00.000018,COMPLETE
16,16,0.0,2025-04-28 00:44:11.971283,2025-04-28 00:44:11.971300,0 days 00:00:00.000017,COMPLETE
17,17,0.0,2025-04-28 00:44:11.971386,2025-04-28 00:44:11.971404,0 days 00:00:00.000018,COMPLETE
18,18,0.0,2025-04-28 00:44:11.971492,2025-04-28 00:44:11.971511,0 days 00:00:00.000019,COMPLETE
19,19,0.0,2025-04-28 00:44:11.971598,2025-04-28 00:44:11.971616,0 days 00:00:00.000018,COMPLETE
20,20,0.0,2025-04-28 00:44:11.971699,2025-04-28 00:44:11.971717,0 days 00:00:00.000018,COMPLETE
21,21,0.0,2025-04-28 00:44:11.971804,2025-04-28 00:44:11.971822,0 days 00:00:00.000018,COMPLETE
22,22,0.0,2025-04-28 00:44:11.971906,2025-04-28 00:44:11.971924,0 days 00:00:00.000018,COMPLETE
23,23,0.0,2025-04-28 00:44:11.972006,2025-04-28 00:44:11.972023,0 days 00:00:00.000017,COMPLETE
24,24,0.0,2025-04-28 00:44:11.972105,2025-04-28 00:44:11.972122,0 days 00:00:00.000017,COMPLETE
25,25,0.0,2025-04-28 00:44:11.972204,2025-04-28 00:44:11.972220,0 days 00:00:00.000016,COMPLETE
26,26,0.0,2025-04-28 00:44:11.972303,2025-04-28 00:44:11.972320,0 days 00:00:00.000017,COMPLETE
27,27,0.0,2025-04-28 00:44:11.972405,2025-04-28 00:44:11.972422,0 days 00:00:00.000017,COMPLETE
28,28,0.0,2025-04-28 00:44:11.972505,2025-04-28 00:44:11.972521,0 days 00:00:00.000016,COMPLETE
29,29,0.0,2025-04-28 00:44:11.972603,2025-04-28 00:44:11.972619,0 days 00:00:00.000016,COMPLETE
