Fit,Predict,Optimize,GPU
1504.06,81.81,0,0
934.6,93.89,0,0
2831.53,101.62,0,0
1955.53,107.05,0,0
2737.99,107.63,0,0
2324.86,108.75999999999999,0,0
1633.98,119.29,0,0
2009.98,133.17000000000002,0,0
2495.39,142.45,0,0
1508.86,148.68,0,0
