Fit,Predict,Optimize,GPU
0.09,0.02,26.39,0
0.11,0.02,0.0,0
0.09,0.02,0.0,0
0.09,0.02,0.0,0
0.1,0.02,0.0,0
0.11,0.02,0.0,0
0.1,0.02,0.0,0
0.11,0.02,0.0,0
0.11,0.02,0.0,0
0.1,0.02,0.0,0
