Fit,Predict,Optimize,GPU
142.42000000000002,8.489999999999998,4329.71,0
142.24,8.8,0.0,0
142.16,8.51,0.0,0
142.09,8.58,0.0,0
142.17000000000002,8.52,0.0,0
142.13,8.600000000000001,0.0,0
142.14,8.5,0.0,0
142.24,8.510000000000002,0.0,0
142.29,8.469999999999999,0.0,0
142.4,8.58,0.0,0
