Fit,Predict,Optimize,GPU
0.0,0.0,23353.3,0
746.98,99.67,0.0,0
756.12,99.21,0.0,0
686.98,99.67,0.0,0
713.69,99.37,0.0,0
687.72,99.53,0.0,0
681.37,98.69,0.0,0
659.12,99.37,0.0,0
687.04,98.9,0.0,0
735.05,98.97,0.0,0
741.3,98.62,0.0,0
