Fit,Predict,Optimize,GPU
820.11,74.06,0.0,0
789.41,73.91,0.0,0
820.2,93.34,0.0,0
820.17,74.34,0.0,0
820.18,93.34,0.0,0
820.17,93.35,0.0,0
625.69,123.66,0.0,0
820.18,74.32000000000001,0.0,0
789.55,74.0,0.0,0
820.18,93.33000000000001,0.0,0
