Fit,Predict,Optimize,GPU
221.37,533.91,9168.18,0
220.82999999999998,547.74,0.0,0
223.63,559.96,0.0,0
222.18,566.36,0.0,0
219.23,561.75,0.0,0
223.79,568.77,0.0,0
226.71,572.6800000000001,0.0,0
221.63,567.75,0.0,0
225.43,570.9300000000001,0.0,0
228.06,564.28,0.0,0
