,number,value,datetime_start,datetime_complete,duration,params_c_alpha,params_n_components,params_threshold_mult,state
0,0,0.7115104419621177,2025-05-02 19:02:16.803502,2025-05-02 19:02:16.934995,0 days 00:00:00.131493,3.8906,2,0.38581582720779106,COMPLETE
1,1,0.4961593172119488,2025-05-02 19:02:16.936246,2025-05-02 19:02:17.124876,0 days 00:00:00.188630,3.8906,3,1.06630202532197,COMPLETE
2,2,0.20927869962749746,2025-05-02 19:02:17.125861,2025-05-02 19:02:17.308319,0 days 00:00:00.182458,3.8906,4,1.2539465982006361,COMPLETE
3,3,0.20927869962749746,2025-05-02 19:02:17.309311,2025-05-02 19:02:17.492087,0 days 00:00:00.182776,3.8906,4,1.7550931751029561,COMPLETE
4,4,0.4961593172119488,2025-05-02 19:02:17.492578,2025-05-02 19:02:17.608345,0 days 00:00:00.115767,3.8906,3,1.4240376359561406,COMPLETE
5,5,0.7116832645129949,2025-05-02 19:02:17.609169,2025-05-02 19:02:17.789458,0 days 00:00:00.180289,3.8906,2,1.2494865650077969,COMPLETE
6,6,0.20927869962749746,2025-05-02 19:02:17.790412,2025-05-02 19:02:18.002494,0 days 00:00:00.212082,3.8906,4,1.062921392172802,COMPLETE
7,7,0.20927869962749746,2025-05-02 19:02:18.003451,2025-05-02 19:02:18.203846,0 days 00:00:00.200395,3.8906,4,1.0191585124052114,COMPLETE
8,8,0.20927869962749746,2025-05-02 19:02:18.204823,2025-05-02 19:02:18.397194,0 days 00:00:00.192371,3.8906,4,0.9364252933311676,COMPLETE
9,9,0.4961593172119488,2025-05-02 19:02:18.397527,2025-05-02 19:02:18.535689,0 days 00:00:00.138162,3.8906,3,1.919581915115764,COMPLETE
10,10,0.8852941176470588,2025-05-02 19:02:18.536648,2025-05-02 19:02:18.699687,0 days 00:00:00.163039,3.8906,1,0.44853583505134487,COMPLETE
11,11,0.8852941176470588,2025-05-02 19:02:18.700691,2025-05-02 19:02:18.863948,0 days 00:00:00.163257,3.8906,1,0.130993842930673,COMPLETE
12,12,0.8852941176470588,2025-05-02 19:02:18.864946,2025-05-02 19:02:19.065009,0 days 00:00:00.200063,3.8906,1,0.11530686687459413,COMPLETE
13,13,0.8854801428871611,2025-05-02 19:02:19.065551,2025-05-02 19:02:19.312096,0 days 00:00:00.246545,3.8906,1,0.533783901852257,COMPLETE
14,14,0.8854801428871611,2025-05-02 19:02:19.312728,2025-05-02 19:02:19.546024,0 days 00:00:00.233296,3.8906,1,0.5993997567985381,COMPLETE
15,15,0.7115104419621177,2025-05-02 19:02:19.546628,2025-05-02 19:02:19.750880,0 days 00:00:00.204252,3.8906,2,0.5975058627529555,COMPLETE
16,16,0.8854801428871611,2025-05-02 19:02:19.751235,2025-05-02 19:02:19.924059,0 days 00:00:00.172824,3.8906,1,0.717014624331779,COMPLETE
17,17,0.7116832645129949,2025-05-02 19:02:19.925026,2025-05-02 19:02:20.092219,0 days 00:00:00.167193,3.8906,2,0.6907349092797976,COMPLETE
18,18,0.8852941176470588,2025-05-02 19:02:20.092852,2025-05-02 19:02:20.210043,0 days 00:00:00.117191,3.8906,1,0.3648028054343355,COMPLETE
19,19,0.8854801428871611,2025-05-02 19:02:20.210687,2025-05-02 19:02:20.321451,0 days 00:00:00.110764,3.8906,1,0.8345182403838078,COMPLETE
20,20,0.7115104419621177,2025-05-02 19:02:20.322201,2025-05-02 19:02:20.514550,0 days 00:00:00.192349,3.8906,2,0.5554811036716969,COMPLETE
21,21,0.8854801428871611,2025-05-02 19:02:20.515163,2025-05-02 19:02:20.626972,0 days 00:00:00.111809,3.8906,1,0.7683118881580249,COMPLETE
22,22,0.8854801428871611,2025-05-02 19:02:20.627617,2025-05-02 19:02:20.850444,0 days 00:00:00.222827,3.8906,1,0.5470812275634748,COMPLETE
23,23,0.8852941176470588,2025-05-02 19:02:20.851166,2025-05-02 19:02:20.973644,0 days 00:00:00.122478,3.8906,1,0.3466015361421543,COMPLETE
24,24,0.7116832645129949,2025-05-02 19:02:20.974509,2025-05-02 19:02:21.085888,0 days 00:00:00.111379,3.8906,2,0.702608772587875,COMPLETE
25,25,0.8852941176470588,2025-05-02 19:02:21.086519,2025-05-02 19:02:21.201658,0 days 00:00:00.115139,3.8906,1,0.251822096978902,COMPLETE
26,26,0.8854801428871611,2025-05-02 19:02:21.202281,2025-05-02 19:02:21.312588,0 days 00:00:00.110307,3.8906,1,0.8778696606905537,COMPLETE
27,27,0.7115104419621177,2025-05-02 19:02:21.313206,2025-05-02 19:02:21.439411,0 days 00:00:00.126205,3.8906,2,0.6103711325959448,COMPLETE
28,28,0.8852941176470588,2025-05-02 19:02:21.440082,2025-05-02 19:02:21.556695,0 days 00:00:00.116613,3.8906,1,0.4784811063815307,COMPLETE
29,29,0.7115104419621177,2025-05-02 19:02:21.557308,2025-05-02 19:02:21.789541,0 days 00:00:00.232233,3.8906,2,0.28074108306317075,COMPLETE
30,30,0.8854801428871611,2025-05-02 19:02:21.790551,2025-05-02 19:02:21.997052,0 days 00:00:00.206501,3.8906,1,1.1883207287763655,COMPLETE
31,31,0.8854801428871611,2025-05-02 19:02:21.997394,2025-05-02 19:02:22.188383,0 days 00:00:00.190989,3.8906,1,0.8055558873650719,COMPLETE
32,32,0.8854801428871611,2025-05-02 19:02:22.189757,2025-05-02 19:02:22.347673,0 days 00:00:00.157916,3.8906,1,0.9012532959850235,COMPLETE
33,33,0.8854801428871611,2025-05-02 19:02:22.348061,2025-05-02 19:02:22.527818,0 days 00:00:00.179757,3.8906,1,0.6827791420061518,COMPLETE
34,34,0.7116832645129949,2025-05-02 19:02:22.528789,2025-05-02 19:02:22.801955,0 days 00:00:00.273166,3.8906,2,0.7913662085238423,COMPLETE
35,35,0.8852941176470588,2025-05-02 19:02:22.802863,2025-05-02 19:02:23.026389,0 days 00:00:00.223526,3.8906,1,0.48109921134993605,COMPLETE
36,36,0.4961593172119488,2025-05-02 19:02:23.027376,2025-05-02 19:02:23.445771,0 days 00:00:00.418395,3.8906,3,1.4517259891041685,COMPLETE
37,37,0.8854801428871611,2025-05-02 19:02:23.446720,2025-05-02 19:02:23.647725,0 days 00:00:00.201005,3.8906,1,1.1747592729197804,COMPLETE
38,38,0.7116832645129949,2025-05-02 19:02:23.657543,2025-05-02 19:02:23.936369,0 days 00:00:00.278826,3.8906,2,0.9757337490111633,COMPLETE
39,39,0.885666246321984,2025-05-02 19:02:23.937349,2025-05-02 19:02:24.205370,0 days 00:00:00.268021,3.8906,1,1.4028445402049188,COMPLETE
40,40,0.7116832645129949,2025-05-02 19:02:24.206387,2025-05-02 19:02:24.452543,0 days 00:00:00.246156,3.8906,2,1.523640079075211,COMPLETE
41,41,0.8854801428871611,2025-05-02 19:02:24.453470,2025-05-02 19:02:24.808631,0 days 00:00:00.355161,3.8906,1,1.0687268071108234,COMPLETE
42,42,0.885666246321984,2025-05-02 19:02:24.809615,2025-05-02 19:02:25.207391,0 days 00:00:00.397776,3.8906,1,1.5609779836566573,COMPLETE
43,43,0.885666246321984,2025-05-02 19:02:25.208355,2025-05-02 19:02:25.543775,0 days 00:00:00.335420,3.8906,1,1.5905936462121986,COMPLETE
44,44,0.885666246321984,2025-05-02 19:02:25.544789,2025-05-02 19:02:25.836892,0 days 00:00:00.292103,3.8906,1,1.6546643755437254,COMPLETE
45,45,0.885666246321984,2025-05-02 19:02:25.837871,2025-05-02 19:02:25.990868,0 days 00:00:00.152997,3.8906,1,1.6974429063972751,COMPLETE
46,46,0.885666246321984,2025-05-02 19:02:25.991783,2025-05-02 19:02:26.276439,0 days 00:00:00.284656,3.8906,1,1.6504757256866782,COMPLETE
47,47,0.885666246321984,2025-05-02 19:02:26.277410,2025-05-02 19:02:26.585446,0 days 00:00:00.308036,3.8906,1,1.8447308639896893,COMPLETE
48,48,0.4961593172119488,2025-05-02 19:02:26.586438,2025-05-02 19:02:26.824601,0 days 00:00:00.238163,3.8906,3,1.6430787628067731,COMPLETE
49,49,0.8854801428871611,2025-05-02 19:02:26.825484,2025-05-02 19:02:27.128596,0 days 00:00:00.303112,3.8906,1,1.3195954806034456,COMPLETE
50,50,0.885666246321984,2025-05-02 19:02:27.128984,2025-05-02 19:02:27.371225,0 days 00:00:00.242241,3.8906,1,1.9744022169762085,COMPLETE
51,51,0.885666246321984,2025-05-02 19:02:27.372211,2025-05-02 19:02:27.640131,0 days 00:00:00.267920,3.8906,1,1.690347500566038,COMPLETE
52,52,0.885666246321984,2025-05-02 19:02:27.641136,2025-05-02 19:02:27.982755,0 days 00:00:00.341619,3.8906,1,1.5829729175190765,COMPLETE
53,53,0.885666246321984,2025-05-02 19:02:27.983631,2025-05-02 19:02:28.279482,0 days 00:00:00.295851,3.8906,1,1.7804792037357244,COMPLETE
54,54,0.8854801428871611,2025-05-02 19:02:28.280354,2025-05-02 19:02:28.535580,0 days 00:00:00.255226,3.8906,1,1.3732650395720598,COMPLETE
55,55,0.885666246321984,2025-05-02 19:02:28.537004,2025-05-02 19:02:28.853163,0 days 00:00:00.316159,3.8906,1,1.5041443011464668,COMPLETE
56,56,0.7116832645129949,2025-05-02 19:02:28.854154,2025-05-02 19:02:29.023055,0 days 00:00:00.168901,3.8906,2,1.7333952061746034,COMPLETE
57,57,0.20927869962749746,2025-05-02 19:02:29.024039,2025-05-02 19:02:29.264123,0 days 00:00:00.240084,3.8906,4,1.6094800406328014,COMPLETE
58,58,0.885666246321984,2025-05-02 19:02:29.265094,2025-05-02 19:02:29.468602,0 days 00:00:00.203508,3.8906,1,1.875453458508233,COMPLETE
59,59,0.885666246321984,2025-05-02 19:02:29.469463,2025-05-02 19:02:29.659402,0 days 00:00:00.189939,3.8906,1,1.8048719173472316,COMPLETE
60,60,0.885666246321984,2025-05-02 19:02:29.660289,2025-05-02 19:02:29.956653,0 days 00:00:00.296364,3.8906,1,1.5468526710528787,COMPLETE
61,61,0.885666246321984,2025-05-02 19:02:29.957560,2025-05-02 19:02:30.300213,0 days 00:00:00.342653,3.8906,1,1.7007114988032286,COMPLETE
62,62,0.885666246321984,2025-05-02 19:02:30.301112,2025-05-02 19:02:30.695454,0 days 00:00:00.394342,3.8906,1,1.8721836448381366,COMPLETE
63,63,0.885666246321984,2025-05-02 19:02:30.696129,2025-05-02 19:02:30.993437,0 days 00:00:00.297308,3.8906,1,1.4290183536504153,COMPLETE
64,64,0.885666246321984,2025-05-02 19:02:30.994105,2025-05-02 19:02:31.213669,0 days 00:00:00.219564,3.8906,1,1.8294250186556889,COMPLETE
65,65,0.885666246321984,2025-05-02 19:02:31.214061,2025-05-02 19:02:31.430433,0 days 00:00:00.216372,3.8906,1,1.6729956419992533,COMPLETE
66,66,0.885666246321984,2025-05-02 19:02:31.431312,2025-05-02 19:02:31.684141,0 days 00:00:00.252829,3.8906,1,1.4760153520245507,COMPLETE
