TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
161,5546,3,40,0.9817,0.801,0.8822,0.9995,0.9925,0.0,train
2107,54855,19,525,0.9911,0.8005,0.8857,0.9997,0.9905,0.0,val
11620,495826,1974,2385,0.8548,0.8297,0.8421,0.996,0.9915,0.0,test
