,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-05-01 01:22:32.020265,2025-05-01 01:22:32.020351,0 days 00:00:00.000086,COMPLETE
1,1,0.0,2025-05-01 01:22:32.020593,2025-05-01 01:22:32.020645,0 days 00:00:00.000052,COMPLETE
2,2,0.0,2025-05-01 01:22:32.020844,2025-05-01 01:22:32.020892,0 days 00:00:00.000048,COMPLETE
3,3,0.0,2025-05-01 01:22:32.021086,2025-05-01 01:22:32.021133,0 days 00:00:00.000047,COMPLETE
4,4,0.0,2025-05-01 01:22:32.021323,2025-05-01 01:22:32.021370,0 days 00:00:00.000047,COMPLETE
5,5,0.0,2025-05-01 01:22:32.021585,2025-05-01 01:22:32.021633,0 days 00:00:00.000048,COMPLETE
6,6,0.0,2025-05-01 01:22:32.021826,2025-05-01 01:22:32.021873,0 days 00:00:00.000047,COMPLETE
7,7,0.0,2025-05-01 01:22:32.022063,2025-05-01 01:22:32.022109,0 days 00:00:00.000046,COMPLETE
8,8,0.0,2025-05-01 01:22:32.022298,2025-05-01 01:22:32.022345,0 days 00:00:00.000047,COMPLETE
9,9,0.0,2025-05-01 01:22:32.022533,2025-05-01 01:22:32.022579,0 days 00:00:00.000046,COMPLETE
10,10,0.0,2025-05-01 01:22:32.022776,2025-05-01 01:22:32.022823,0 days 00:00:00.000047,COMPLETE
11,11,0.0,2025-05-01 01:22:32.023015,2025-05-01 01:22:32.023062,0 days 00:00:00.000047,COMPLETE
12,12,0.0,2025-05-01 01:22:32.023251,2025-05-01 01:22:32.023298,0 days 00:00:00.000047,COMPLETE
13,13,0.0,2025-05-01 01:22:32.023489,2025-05-01 01:22:32.023535,0 days 00:00:00.000046,COMPLETE
14,14,0.0,2025-05-01 01:22:32.023739,2025-05-01 01:22:32.023787,0 days 00:00:00.000048,COMPLETE
15,15,0.0,2025-05-01 01:22:32.023977,2025-05-01 01:22:32.024024,0 days 00:00:00.000047,COMPLETE
16,16,0.0,2025-05-01 01:22:32.024213,2025-05-01 01:22:32.024260,0 days 00:00:00.000047,COMPLETE
17,17,0.0,2025-05-01 01:22:32.024448,2025-05-01 01:22:32.024494,0 days 00:00:00.000046,COMPLETE
18,18,0.0,2025-05-01 01:22:32.024682,2025-05-01 01:22:32.024729,0 days 00:00:00.000047,COMPLETE
19,19,0.0,2025-05-01 01:22:32.024915,2025-05-01 01:22:32.024962,0 days 00:00:00.000047,COMPLETE
20,20,0.0,2025-05-01 01:22:32.025149,2025-05-01 01:22:32.025195,0 days 00:00:00.000046,COMPLETE
21,21,0.0,2025-05-01 01:22:32.025382,2025-05-01 01:22:32.025436,0 days 00:00:00.000054,COMPLETE
22,22,0.0,2025-05-01 01:22:32.025633,2025-05-01 01:22:32.025680,0 days 00:00:00.000047,COMPLETE
23,23,0.0,2025-05-01 01:22:32.025868,2025-05-01 01:22:32.025913,0 days 00:00:00.000045,COMPLETE
24,24,0.0,2025-05-01 01:22:32.026098,2025-05-01 01:22:32.026144,0 days 00:00:00.000046,COMPLETE
25,25,0.0,2025-05-01 01:22:32.026328,2025-05-01 01:22:32.026373,0 days 00:00:00.000045,COMPLETE
26,26,0.0,2025-05-01 01:22:32.026558,2025-05-01 01:22:32.026604,0 days 00:00:00.000046,COMPLETE
27,27,0.0,2025-05-01 01:22:32.026788,2025-05-01 01:22:32.026833,0 days 00:00:00.000045,COMPLETE
28,28,0.0,2025-05-01 01:22:32.027022,2025-05-01 01:22:32.027067,0 days 00:00:00.000045,COMPLETE
29,29,0.0,2025-05-01 01:22:32.027253,2025-05-01 01:22:32.027298,0 days 00:00:00.000045,COMPLETE
