TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
392,59242,5,7848,0.9874,0.0476,0.0908,0.9999,0.8836,0.8,train
47,13412,12,26,0.7966,0.6438,0.7121,0.9991,0.9972,0.8,val
1114,50486,702,1689,0.6134,0.3974,0.4824,0.9863,0.9557,0.8,test
