Fit,Predict,Optimize,GPU
0.07,0.46,14.8,0
0.08,0.45,0.0,0
0.07,0.45,0.0,0
0.07,0.45,0.0,0
0.07,0.45999999999999996,0.0,0
0.07,0.44,0.0,0
0.07,0.45,0.0,0
0.07,0.45,0.0,0
0.07,0.46,0.0,0
0.07,0.45,0.0,0
