Fit,Predict,Optimize,GPU
654.75,30.130000000000003,21509.99,T4
642.09,30.200000000000003,0.0,T4
604.23,30.17,0.0,T4
519.69,30.3,0.0,T4
493.96,30.189999999999998,0.0,T4
483.6,31.85,0.0,T4
573.02,30.12,0.0,T4
618.53,30.18,0.0,T4
643.41,30.130000000000003,0.0,T4
648.85,30.189999999999998,0.0,T4
