Fit,Predict,Optimize,GPU
3.53,0.06,530.72,0
10.04,0.06,0.0,0
9.32,0.06,0.0,0
8.5,0.06,0.0,0
7.79,0.06,0.0,0
7.68,0.06,0.0,0
8.12,0.06,0.0,0
11.45,0.06,0.0,0
11.23,0.06,0.0,0
2.1,0.06,0.0,0
