Fit,Predict,Optimize,GPU
3220.3,506.04,0.0,A40
3220.25,548.19,0.0,A40
3220.21,548.15,0.0,A40
3220.18,466.42999999999995,0.0,A40
3220.21,548.15,0.0,A40
2223.32,578.61,0.0,A40
3220.26,547.96,0.0,A40
3220.29,547.96,0.0,A40
3220.26,548.01,0.0,A40
3160.2,511.15999999999997,0.0,A40
