Fit,Predict,Optimize,GPU
9537.43,137.32,0,T4
4388.86,142.2,0,T4
10620.69,142.85999999999999,0,T4
3689.32,145.32999999999998,0,T4
4761.11,147.23,0,T4
5169.25,155.45999999999998,0,T4
6472.41,164.95000000000002,0,T4
9875.04,168.17,0,T4
10056.16,169.3,0,T4
5054.99,167.70999999999998,0,T4
