Fit,Predict,Optimize,GPU
212.24,362.72,7121.03,0
207.84,347.46,0.0,0
203.95,344.15,0.0,0
204.85,346.03,0.0,0
201.44,337.71000000000004,0.0,0
205.48,333.06,0.0,0
198.72,321.13,0.0,0
202.38,340.83000000000004,0.0,0
191.45,319.73,0.0,0
200.32999999999998,335.45,0.0,0
