Fit,Predict,Optimize,GPU
0.0,0.0,29817.58,GeForce GTX 1080 Ti
1192.77,139.12,0.01,GeForce GTX 1080 Ti
1165.76,136.95,0.0,GeForce GTX 1080 Ti
1086.54,139.97,0.0,GeForce GTX 1080 Ti
818.1,138.49,0.0,GeForce GTX 1080 Ti
844.88,139.68,0.0,GeForce GTX 1080 Ti
1013.14,138.91,0.0,GeForce GTX 1080 Ti
1214.35,136.21,0.0,GeForce GTX 1080 Ti
1260.85,138.13,0.0,GeForce GTX 1080 Ti
1176.83,139.66,0.0,GeForce GTX 1080 Ti
1243.95,138.97000000000003,0.0,GeForce GTX 1080 Ti
