,number,value,datetime_start,datetime_complete,duration,params_anomaly_threshold,params_max_dist,params_num_bootstrap_samples,state
25,25,0.9064366290643662,2025-07-04 23:41:36.224523,2025-07-04 23:41:43.388399,0 days 00:00:07.163876,0.02,0.01,4000,COMPLETE
26,26,0.8975903614457831,2025-07-04 23:41:43.388858,2025-07-04 23:41:49.511218,0 days 00:00:06.122360,0.07999999999999999,0.06999999999999999,3000,COMPLETE
27,27,0.8524590163934427,2025-07-04 23:41:49.511675,2025-07-04 23:41:55.548803,0 days 00:00:06.037128,0.2,0.17,4000,COMPLETE
28,28,0.8407329105003524,2025-07-04 23:41:55.549258,2025-07-04 23:42:01.438806,0 days 00:00:05.889548,0.32999999999999996,0.3,3500,COMPLETE
29,29,0.870967741935484,2025-07-04 23:42:01.439251,2025-07-04 23:42:07.479873,0 days 00:00:06.040622,0.14,0.11,3000,COMPLETE
30,30,0.8512569832402235,2025-07-04 23:42:07.480328,2025-07-04 23:42:13.685711,0 days 00:00:06.205383,0.23,0.2,4500,COMPLETE
31,31,0.931950745301361,2025-07-04 23:42:13.686176,2025-07-04 23:42:20.792577,0 days 00:00:07.106401,0.01,0.01,4000,COMPLETE
32,32,0.8994320080187103,2025-07-04 23:42:20.793038,2025-07-04 23:42:27.159959,0 days 00:00:06.366921,0.060000000000000005,0.05,4000,COMPLETE
33,33,0.931950745301361,2025-07-04 23:42:27.160421,2025-07-04 23:42:34.246914,0 days 00:00:07.086493,0.01,0.01,3500,COMPLETE
34,34,0.931950745301361,2025-07-04 23:42:34.247419,2025-07-04 23:42:41.332463,0 days 00:00:07.085044,0.01,0.01,3500,COMPLETE
35,35,0.8173975557153128,2025-07-04 23:42:41.332931,2025-07-04 23:42:47.259930,0 days 00:00:05.926999,0.52,0.49,3500,COMPLETE
36,36,0.9001669449081803,2025-07-04 23:42:47.260388,2025-07-04 23:42:53.446387,0 days 00:00:06.185999,0.05,0.05,3000,COMPLETE
37,37,0.931950745301361,2025-07-04 23:42:53.447067,2025-07-04 23:43:00.677226,0 days 00:00:07.230159,0.01,0.01,4000,COMPLETE
38,38,0.8994320080187103,2025-07-04 23:43:00.677683,2025-07-04 23:43:06.964218,0 days 00:00:06.286535,0.060000000000000005,0.05,3500,COMPLETE
39,39,0.8615916955017301,2025-07-04 23:43:06.964683,2025-07-04 23:43:12.970080,0 days 00:00:06.005397,0.17,0.14,3500,COMPLETE
40,40,0.8366336633663367,2025-07-04 23:43:12.970538,2025-07-04 23:43:18.797143,0 days 00:00:05.826605,0.39,0.37,3000,COMPLETE
41,41,0.931950745301361,2025-07-04 23:43:18.797602,2025-07-04 23:43:25.903769,0 days 00:00:07.106167,0.01,0.01,3500,COMPLETE
42,42,0.8986960882647944,2025-07-04 23:43:25.904222,2025-07-04 23:43:32.058812,0 days 00:00:06.154590,0.06999999999999999,0.06999999999999999,3500,COMPLETE
43,43,0.8997995991983968,2025-07-04 23:43:32.059285,2025-07-04 23:43:38.453136,0 days 00:00:06.393851,0.04,0.04,4000,COMPLETE
44,44,0.9099933818663136,2025-07-04 23:43:38.453593,2025-07-04 23:43:44.559966,0 days 00:00:06.106373,0.09,0.09,3500,COMPLETE
45,45,0.9046194749086076,2025-07-04 23:43:44.560431,2025-07-04 23:43:50.922122,0 days 00:00:06.361691,0.03,0.03,3000,COMPLETE
46,46,0.8975903614457831,2025-07-04 23:43:50.922588,2025-07-04 23:43:57.179844,0 days 00:00:06.257256,0.08,0.08,4000,COMPLETE
47,47,0.860803324099723,2025-07-04 23:43:57.180318,2025-07-04 23:44:03.230403,0 days 00:00:06.050085,0.18,0.16,3500,COMPLETE
48,48,0.8703703703703703,2025-07-04 23:44:03.230863,2025-07-04 23:44:09.335956,0 days 00:00:06.105093,0.13,0.11,3500,COMPLETE
49,49,0.8994320080187103,2025-07-04 23:44:09.336425,2025-07-04 23:44:15.580383,0 days 00:00:06.243958,0.060000000000000005,0.060000000000000005,4000,COMPLETE
