,number,value,datetime_start,datetime_complete,duration,params_anomaly_threshold,params_max_dist,params_num_bootstrap_samples,state
0,0,0.8088341781317886,2025-07-04 23:38:58.531811,2025-07-04 23:39:04.312741,0 days 00:00:05.780930,0.5800000000000001,0.52,3000,COMPLETE
1,1,0.7992700729927007,2025-07-04 23:39:04.313233,2025-07-04 23:39:10.173492,0 days 00:00:05.860259,0.65,0.5700000000000001,3500,COMPLETE
2,2,0.8645294725956567,2025-07-04 23:39:10.173956,2025-07-04 23:39:16.663950,0 days 00:00:06.489994,0.11,0.08,5000,COMPLETE
3,3,0.8633540372670806,2025-07-04 23:39:16.664401,2025-07-04 23:39:23.637208,0 days 00:00:06.972807,0.11,0.01,3500,COMPLETE
4,4,0.8295980078263963,2025-07-04 23:39:23.637659,2025-07-04 23:39:29.845699,0 days 00:00:06.208040,0.39,0.35000000000000003,5000,COMPLETE
5,5,0.8220551378446115,2025-07-04 23:39:29.846151,2025-07-04 23:39:35.633468,0 days 00:00:05.787317,0.43000000000000005,0.4,3000,COMPLETE
6,6,0.8512569832402235,2025-07-04 23:39:35.633919,2025-07-04 23:39:41.938729,0 days 00:00:06.304810,0.25,0.17,5000,COMPLETE
7,7,0.8641379310344829,2025-07-04 23:39:41.939205,2025-07-04 23:39:48.496833,0 days 00:00:06.557628,0.11,0.05,5000,COMPLETE
8,8,0.8291814946619217,2025-07-04 23:39:48.497288,2025-07-04 23:39:54.768257,0 days 00:00:06.270969,0.41000000000000003,0.32,5000,COMPLETE
9,9,0.8972212922664883,2025-07-04 23:39:54.768689,2025-07-04 23:40:01.299836,0 days 00:00:06.531147,0.09,0.08,5000,COMPLETE
10,10,0.8520586182833217,2025-07-04 23:40:01.300287,2025-07-04 23:40:07.399951,0 days 00:00:06.099664,0.21000000000000002,0.2,4000,COMPLETE
11,11,0.8619854721549637,2025-07-04 23:40:07.400407,2025-07-04 23:40:13.674168,0 days 00:00:06.273761,0.16000000000000003,0.15000000000000002,4500,COMPLETE
12,12,0.8935169633859589,2025-07-04 23:40:13.674626,2025-07-04 23:40:20.000185,0 days 00:00:06.325559,0.09999999999999999,0.09999999999999999,4500,COMPLETE
13,13,0.8512569832402235,2025-07-04 23:40:20.000637,2025-07-04 23:40:26.153313,0 days 00:00:06.152676,0.25,0.25,4500,COMPLETE
14,14,0.9099933818663136,2025-07-04 23:40:26.153928,2025-07-04 23:40:32.510156,0 days 00:00:06.356228,0.09,0.09,4500,COMPLETE
15,15,0.8407329105003524,2025-07-04 23:40:32.510610,2025-07-04 23:40:38.516350,0 days 00:00:06.005740,0.3,0.26,4000,COMPLETE
16,16,0.8220551378446115,2025-07-04 23:40:38.516803,2025-07-04 23:40:44.679445,0 days 00:00:06.162642,0.48,0.44,4500,COMPLETE
17,17,0.870967741935484,2025-07-04 23:40:44.679913,2025-07-04 23:40:50.910842,0 days 00:00:06.230929,0.14,0.13,4500,COMPLETE
18,18,0.9061359867330017,2025-07-04 23:40:50.911320,2025-07-04 23:40:57.693865,0 days 00:00:06.782545,0.02,0.02,4000,COMPLETE
19,19,0.931950745301361,2025-07-04 23:40:57.694320,2025-07-04 23:41:04.782753,0 days 00:00:07.088433,0.01,0.01,3500,COMPLETE
20,20,0.7904411764705882,2025-07-04 23:41:04.783227,2025-07-04 23:41:10.613482,0 days 00:00:05.830255,0.74,0.65,3500,COMPLETE
21,21,0.931950745301361,2025-07-04 23:41:10.613950,2025-07-04 23:41:17.712114,0 days 00:00:07.098164,0.01,0.01,4000,COMPLETE
22,22,0.8997995991983968,2025-07-04 23:41:17.712566,2025-07-04 23:41:24.039875,0 days 00:00:06.327309,0.04,0.04,3500,COMPLETE
23,23,0.8508557457212713,2025-07-04 23:41:24.040330,2025-07-04 23:41:30.125713,0 days 00:00:06.085383,0.26,0.23,4000,COMPLETE
24,24,0.870967741935484,2025-07-04 23:41:30.126167,2025-07-04 23:41:36.224062,0 days 00:00:06.097895,0.13999999999999999,0.12,3500,COMPLETE
