,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-05-02 21:23:40.428962,2025-05-02 21:23:40.429053,0 days 00:00:00.000091,COMPLETE
1,1,0.0,2025-05-02 21:23:40.429292,2025-05-02 21:23:40.429342,0 days 00:00:00.000050,COMPLETE
2,2,0.0,2025-05-02 21:23:40.429566,2025-05-02 21:23:40.429614,0 days 00:00:00.000048,COMPLETE
3,3,0.0,2025-05-02 21:23:40.429810,2025-05-02 21:23:40.429859,0 days 00:00:00.000049,COMPLETE
4,4,0.0,2025-05-02 21:23:40.430052,2025-05-02 21:23:40.430098,0 days 00:00:00.000046,COMPLETE
5,5,0.0,2025-05-02 21:23:40.430305,2025-05-02 21:23:40.430352,0 days 00:00:00.000047,COMPLETE
6,6,0.0,2025-05-02 21:23:40.430546,2025-05-02 21:23:40.430594,0 days 00:00:00.000048,COMPLETE
7,7,0.0,2025-05-02 21:23:40.430785,2025-05-02 21:23:40.430832,0 days 00:00:00.000047,COMPLETE
8,8,0.0,2025-05-02 21:23:40.431022,2025-05-02 21:23:40.431068,0 days 00:00:00.000046,COMPLETE
9,9,0.0,2025-05-02 21:23:40.431258,2025-05-02 21:23:40.431305,0 days 00:00:00.000047,COMPLETE
10,10,0.0,2025-05-02 21:23:40.431496,2025-05-02 21:23:40.431542,0 days 00:00:00.000046,COMPLETE
11,11,0.0,2025-05-02 21:23:40.431735,2025-05-02 21:23:40.431782,0 days 00:00:00.000047,COMPLETE
12,12,0.0,2025-05-02 21:23:40.431974,2025-05-02 21:23:40.432021,0 days 00:00:00.000047,COMPLETE
13,13,0.0,2025-05-02 21:23:40.432209,2025-05-02 21:23:40.432255,0 days 00:00:00.000046,COMPLETE
14,14,0.0,2025-05-02 21:23:40.432442,2025-05-02 21:23:40.432487,0 days 00:00:00.000045,COMPLETE
15,15,0.0,2025-05-02 21:23:40.432677,2025-05-02 21:23:40.432723,0 days 00:00:00.000046,COMPLETE
16,16,0.0,2025-05-02 21:23:40.432913,2025-05-02 21:23:40.432959,0 days 00:00:00.000046,COMPLETE
17,17,0.0,2025-05-02 21:23:40.433150,2025-05-02 21:23:40.433196,0 days 00:00:00.000046,COMPLETE
18,18,0.0,2025-05-02 21:23:40.433385,2025-05-02 21:23:40.433438,0 days 00:00:00.000053,COMPLETE
19,19,0.0,2025-05-02 21:23:40.433634,2025-05-02 21:23:40.433680,0 days 00:00:00.000046,COMPLETE
20,20,0.0,2025-05-02 21:23:40.433871,2025-05-02 21:23:40.433916,0 days 00:00:00.000045,COMPLETE
21,21,0.0,2025-05-02 21:23:40.434104,2025-05-02 21:23:40.434151,0 days 00:00:00.000047,COMPLETE
22,22,0.0,2025-05-02 21:23:40.434350,2025-05-02 21:23:40.434396,0 days 00:00:00.000046,COMPLETE
23,23,0.0,2025-05-02 21:23:40.434590,2025-05-02 21:23:40.434636,0 days 00:00:00.000046,COMPLETE
24,24,0.0,2025-05-02 21:23:40.434828,2025-05-02 21:23:40.434874,0 days 00:00:00.000046,COMPLETE
25,25,0.0,2025-05-02 21:23:40.435064,2025-05-02 21:23:40.435110,0 days 00:00:00.000046,COMPLETE
26,26,0.0,2025-05-02 21:23:40.435299,2025-05-02 21:23:40.435345,0 days 00:00:00.000046,COMPLETE
27,27,0.0,2025-05-02 21:23:40.435536,2025-05-02 21:23:40.435581,0 days 00:00:00.000045,COMPLETE
28,28,0.0,2025-05-02 21:23:40.435772,2025-05-02 21:23:40.435818,0 days 00:00:00.000046,COMPLETE
29,29,0.0,2025-05-02 21:23:40.436011,2025-05-02 21:23:40.436057,0 days 00:00:00.000046,COMPLETE
