TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
7644,58766,481,596,0.9408,0.9277,0.9342,0.9919,0.984,0.8,train
30,13362,62,43,0.3261,0.411,0.3636,0.9954,0.9922,0.8,val
1829,50179,1009,974,0.6445,0.6525,0.6485,0.9803,0.9633,0.8,test
