TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
1582,55897,11,16,0.9931,0.99,0.9915,0.9998,0.9995,0.4,train
1622,55850,11,23,0.9933,0.986,0.9896,0.9998,0.9994,0.4,val
13413,446358,96,182,0.9929,0.9866,0.9897,0.9998,0.9994,0.4,test
