TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
555,56497,21,433,0.9635,0.5617,0.7097,0.9996,0.9921,0.5,train
1487,55527,22,470,0.9854,0.7598,0.858,0.9996,0.9914,0.5,val
9243,314978,131178,4650,0.0658,0.6653,0.1198,0.706,0.7048,0.5,test
