TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
8013,276989,2167,361,0.7871,0.9569,0.8637,0.9922,0.9912,0.2,train
1588,55379,461,78,0.775,0.9532,0.8549,0.9917,0.9906,0.2,val
6534,221531,1696,264,0.7939,0.9612,0.8696,0.9924,0.9915,0.2,test
