TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
44,5505,0,201,1.0,0.1796,0.3045,1.0,0.965,0.1,train
895,53713,753,2145,0.5431,0.2944,0.3818,0.9862,0.9496,0.1,val
4979,494671,3581,8574,0.5817,0.3674,0.4503,0.9928,0.9763,0.1,test
