TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
41,5681,0,28,1.0,0.5942,0.7455,1.0,0.9951,0.7,train
1514,55261,6,725,0.9961,0.6762,0.8055,0.9999,0.9873,0.7,val
9544,366139,131136,4986,0.0678,0.6568,0.123,0.7363,0.734,0.7,test
