TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
8388,278933,158,51,0.9815,0.994,0.9877,0.9994,0.9993,0.4,train
1714,55744,39,9,0.9778,0.9948,0.9862,0.9993,0.9992,0.4,val
6638,223228,121,38,0.9821,0.9943,0.9882,0.9995,0.9993,0.4,test
