,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-04-30 21:21:17.051341,2025-04-30 21:21:17.051409,0 days 00:00:00.000068,COMPLETE
1,1,0.0,2025-04-30 21:21:17.051545,2025-04-30 21:21:17.051571,0 days 00:00:00.000026,COMPLETE
2,2,0.0,2025-04-30 21:21:17.051667,2025-04-30 21:21:17.051686,0 days 00:00:00.000019,COMPLETE
3,3,0.0,2025-04-30 21:21:17.051776,2025-04-30 21:21:17.051795,0 days 00:00:00.000019,COMPLETE
4,4,0.0,2025-04-30 21:21:17.051877,2025-04-30 21:21:17.051894,0 days 00:00:00.000017,COMPLETE
5,5,0.0,2025-04-30 21:21:17.051977,2025-04-30 21:21:17.051998,0 days 00:00:00.000021,COMPLETE
6,6,0.0,2025-04-30 21:21:17.052076,2025-04-30 21:21:17.052093,0 days 00:00:00.000017,COMPLETE
7,7,0.0,2025-04-30 21:21:17.052171,2025-04-30 21:21:17.052189,0 days 00:00:00.000018,COMPLETE
8,8,0.0,2025-04-30 21:21:17.052268,2025-04-30 21:21:17.052284,0 days 00:00:00.000016,COMPLETE
9,9,0.0,2025-04-30 21:21:17.052363,2025-04-30 21:21:17.052380,0 days 00:00:00.000017,COMPLETE
10,10,0.0,2025-04-30 21:21:17.052469,2025-04-30 21:21:17.052487,0 days 00:00:00.000018,COMPLETE
11,11,0.0,2025-04-30 21:21:17.052569,2025-04-30 21:21:17.052584,0 days 00:00:00.000015,COMPLETE
12,12,0.0,2025-04-30 21:21:17.052663,2025-04-30 21:21:17.052682,0 days 00:00:00.000019,COMPLETE
13,13,0.0,2025-04-30 21:21:17.052761,2025-04-30 21:21:17.052776,0 days 00:00:00.000015,COMPLETE
14,14,0.0,2025-04-30 21:21:17.052855,2025-04-30 21:21:17.052871,0 days 00:00:00.000016,COMPLETE
15,15,0.0,2025-04-30 21:21:17.052952,2025-04-30 21:21:17.052971,0 days 00:00:00.000019,COMPLETE
16,16,0.0,2025-04-30 21:21:17.053050,2025-04-30 21:21:17.053065,0 days 00:00:00.000015,COMPLETE
17,17,0.0,2025-04-30 21:21:17.053144,2025-04-30 21:21:17.053159,0 days 00:00:00.000015,COMPLETE
18,18,0.0,2025-04-30 21:21:17.053264,2025-04-30 21:21:17.053290,0 days 00:00:00.000026,COMPLETE
19,19,0.0,2025-04-30 21:21:17.053382,2025-04-30 21:21:17.053398,0 days 00:00:00.000016,COMPLETE
20,20,0.0,2025-04-30 21:21:17.053481,2025-04-30 21:21:17.053499,0 days 00:00:00.000018,COMPLETE
21,21,0.0,2025-04-30 21:21:17.053573,2025-04-30 21:21:17.053592,0 days 00:00:00.000019,COMPLETE
22,22,0.0,2025-04-30 21:21:17.053670,2025-04-30 21:21:17.053685,0 days 00:00:00.000015,COMPLETE
23,23,0.0,2025-04-30 21:21:17.053764,2025-04-30 21:21:17.053780,0 days 00:00:00.000016,COMPLETE
24,24,0.0,2025-04-30 21:21:17.053864,2025-04-30 21:21:17.053878,0 days 00:00:00.000014,COMPLETE
25,25,0.0,2025-04-30 21:21:17.053978,2025-04-30 21:21:17.053994,0 days 00:00:00.000016,COMPLETE
26,26,0.0,2025-04-30 21:21:17.054073,2025-04-30 21:21:17.054090,0 days 00:00:00.000017,COMPLETE
27,27,0.0,2025-04-30 21:21:17.054168,2025-04-30 21:21:17.054186,0 days 00:00:00.000018,COMPLETE
28,28,0.0,2025-04-30 21:21:17.054262,2025-04-30 21:21:17.054276,0 days 00:00:00.000014,COMPLETE
29,29,0.0,2025-04-30 21:21:17.054353,2025-04-30 21:21:17.054367,0 days 00:00:00.000014,COMPLETE
