TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
8376,279014,124,16,0.9854,0.9981,0.9917,0.9996,0.9995,0.3,train
1707,55761,27,11,0.9844,0.9936,0.989,0.9995,0.9993,0.3,val
6715,223192,105,13,0.9846,0.9981,0.9913,0.9995,0.9995,0.3,test
