TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
15297,21335,3135,3021,0.8299,0.8351,0.8325,0.8719,0.8561,0.7,train
3054,4173,698,632,0.814,0.8285,0.8212,0.8567,0.8446,0.7,val
12071,17078,2675,2408,0.8186,0.8337,0.8261,0.8646,0.8515,0.7,test
