TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
21,215183,3887,31391,0.0054,0.0007,0.0012,0.9823,0.8592,0.3,train
17,26361,172,23546,0.0899,0.0007,0.0014,0.9935,0.5265,0.3,val
147,93863,5482,100895,0.0261,0.0015,0.0028,0.9448,0.4691,0.3,test
