TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
1713,55626,162,5,0.9136,0.9971,0.9535,0.9971,0.9971,0.8,train
1674,55674,147,11,0.9193,0.9935,0.9549,0.9974,0.9973,0.8,val
13354,445238,1376,81,0.9066,0.994,0.9483,0.9969,0.9968,0.8,test
