,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-05-02 23:12:06.459306,2025-05-02 23:12:06.459413,0 days 00:00:00.000107,COMPLETE
1,1,0.0,2025-05-02 23:12:06.459746,2025-05-02 23:12:06.459802,0 days 00:00:00.000056,COMPLETE
2,2,0.0,2025-05-02 23:12:06.460055,2025-05-02 23:12:06.460105,0 days 00:00:00.000050,COMPLETE
3,3,0.0,2025-05-02 23:12:06.460348,2025-05-02 23:12:06.460398,0 days 00:00:00.000050,COMPLETE
4,4,0.0,2025-05-02 23:12:06.460645,2025-05-02 23:12:06.460695,0 days 00:00:00.000050,COMPLETE
5,5,0.0,2025-05-02 23:12:06.460936,2025-05-02 23:12:06.460985,0 days 00:00:00.000049,COMPLETE
6,6,0.0,2025-05-02 23:12:06.461247,2025-05-02 23:12:06.461297,0 days 00:00:00.000050,COMPLETE
7,7,0.0,2025-05-02 23:12:06.461537,2025-05-02 23:12:06.461586,0 days 00:00:00.000049,COMPLETE
8,8,0.0,2025-05-02 23:12:06.461822,2025-05-02 23:12:06.461870,0 days 00:00:00.000048,COMPLETE
9,9,0.0,2025-05-02 23:12:06.462110,2025-05-02 23:12:06.462158,0 days 00:00:00.000048,COMPLETE
10,10,0.0,2025-05-02 23:12:06.462396,2025-05-02 23:12:06.462444,0 days 00:00:00.000048,COMPLETE
11,11,0.0,2025-05-02 23:12:06.462682,2025-05-02 23:12:06.462730,0 days 00:00:00.000048,COMPLETE
12,12,0.0,2025-05-02 23:12:06.462968,2025-05-02 23:12:06.463015,0 days 00:00:00.000047,COMPLETE
13,13,0.0,2025-05-02 23:12:06.463255,2025-05-02 23:12:06.463303,0 days 00:00:00.000048,COMPLETE
14,14,0.0,2025-05-02 23:12:06.463549,2025-05-02 23:12:06.463603,0 days 00:00:00.000054,COMPLETE
15,15,0.0,2025-05-02 23:12:06.463846,2025-05-02 23:12:06.463894,0 days 00:00:00.000048,COMPLETE
16,16,0.0,2025-05-02 23:12:06.464131,2025-05-02 23:12:06.464179,0 days 00:00:00.000048,COMPLETE
17,17,0.0,2025-05-02 23:12:06.464417,2025-05-02 23:12:06.464465,0 days 00:00:00.000048,COMPLETE
18,18,0.0,2025-05-02 23:12:06.464703,2025-05-02 23:12:06.464750,0 days 00:00:00.000047,COMPLETE
19,19,0.0,2025-05-02 23:12:06.464987,2025-05-02 23:12:06.465035,0 days 00:00:00.000048,COMPLETE
20,20,0.0,2025-05-02 23:12:06.465272,2025-05-02 23:12:06.465319,0 days 00:00:00.000047,COMPLETE
21,21,0.0,2025-05-02 23:12:06.465556,2025-05-02 23:12:06.465603,0 days 00:00:00.000047,COMPLETE
22,22,0.0,2025-05-02 23:12:06.465840,2025-05-02 23:12:06.465886,0 days 00:00:00.000046,COMPLETE
23,23,0.0,2025-05-02 23:12:06.466124,2025-05-02 23:12:06.466170,0 days 00:00:00.000046,COMPLETE
24,24,0.0,2025-05-02 23:12:06.466408,2025-05-02 23:12:06.466455,0 days 00:00:00.000047,COMPLETE
25,25,0.0,2025-05-02 23:12:06.466691,2025-05-02 23:12:06.466738,0 days 00:00:00.000047,COMPLETE
26,26,0.0,2025-05-02 23:12:06.466974,2025-05-02 23:12:06.467022,0 days 00:00:00.000048,COMPLETE
27,27,0.0,2025-05-02 23:12:06.467259,2025-05-02 23:12:06.467306,0 days 00:00:00.000047,COMPLETE
28,28,0.0,2025-05-02 23:12:06.467541,2025-05-02 23:12:06.467592,0 days 00:00:00.000051,COMPLETE
29,29,0.0,2025-05-02 23:12:06.467833,2025-05-02 23:12:06.467880,0 days 00:00:00.000047,COMPLETE
