Fit,Predict,Optimize,GPU
2020.13,245.39999999999998,0.0,A40
2020.08,185.38,0.0,A40
2020.08,185.41,0.0,A40
2006.95,198.24,0.0,A40
2020.08,185.39,0.0,A40
2020.08,185.36,0.0,A40
2007.48,185.38,0.0,A40
2020.06,185.38,0.0,A40
2020.09,185.37,0.0,A40
2020.07,185.38,0.0,A40
