Fit,Predict,Optimize,GPU
476.47,35.62,16692.65,GeForce GTX 1080 Ti
477.76,36.54,0.0,GeForce GTX 1080 Ti
490.61,36.31,0.0,GeForce GTX 1080 Ti
487.88,36.599999999999994,0.0,GeForce GTX 1080 Ti
494.4,36.44,0.0,GeForce GTX 1080 Ti
487.35,36.21,0.0,GeForce GTX 1080 Ti
486.89,35.410000000000004,0.0,GeForce GTX 1080 Ti
491.76,36.6,0.0,GeForce GTX 1080 Ti
486.4,35.93,0.0,GeForce GTX 1080 Ti
487.39,36.58,0.0,GeForce GTX 1080 Ti
