Fit,Predict,Optimize,GPU
4205.09,111.78999999999999,0,A40
7763.98,106.28999999999999,0,A40
8056.09,108.73999999999998,0,A40
6405.62,105.54,0,A40
10710.83,107.84,0,A40
4397.47,123.2,0,A40
7545.05,123.75,0,A40
4585.76,122.4,0,A40
4587.6,117.27,0,A40
4244.04,135.48,0,A40
