Fit,Predict,Optimize,GPU
0.48,1.8,67.09,0
0.47,1.8,0.0,0
0.47,1.79,0.0,0
0.47,1.79,0.0,0
0.47,1.79,0.0,0
0.47,1.8,0.0,0
0.48,1.8,0.0,0
0.47,1.8,0.0,0
0.47,1.79,0.0,0
0.47,1.8,0.0,0
