Fit,Predict,Optimize,GPU
0.0,0.0,186449.92,A40
6649.05,1012.64,0.0,A40
6674.99,1010.09,0.0,A40
7207.34,1013.5,0.0,A40
7709.07,1011.46,0.0,A40
7300.71,1012.92,0.0,A40
6930.91,1010.95,0.0,A40
6646.82,1013.64,0.0,A40
5839.34,1008.48,0.0,A40
4326.11,778.22,0.0,A100-SXM4-40GB
4588.9,781.1800000000001,0.0,A100-SXM4-40GB
