Fit,Predict,Optimize,GPU
2.72,0.42000000000000004,302.62,0
3.11,0.42000000000000004,0.0,0
4.1,0.42000000000000004,0.0,0
4.91,0.42000000000000004,0.0,0
3.98,0.43000000000000005,0.0,0
4.09,0.42000000000000004,0.0,0
3.83,0.42000000000000004,0.0,0
6.5,0.42000000000000004,0.0,0
5.65,0.42000000000000004,0.0,0
3.0,0.42000000000000004,0.0,0
