Fit,Predict,Optimize,GPU
16.54,59.44,2248.92,0
16.47,59.45,0.0,0
16.51,59.57,0.0,0
16.3,58.63,0.0,0
16.3,58.64,0.0,0
16.28,58.58,0.0,0
16.3,58.60000000000001,0.0,0
16.28,58.58,0.0,0
16.28,58.62,0.0,0
16.28,58.599999999999994,0.0,0
