TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
18057,24697,13,21,0.9993,0.9988,0.9991,0.9995,0.9992,0.3,train
3737,4816,2,2,0.9995,0.9995,0.9995,0.9996,0.9995,0.3,val
14641,19549,17,25,0.9988,0.9983,0.9986,0.9991,0.9988,0.3,test
