TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
44599,205773,72,38,0.9984,0.9991,0.9988,0.9997,0.9996,0.4,train
31489,18607,0,0,1.0,1.0,1.0,1.0,1.0,0.4,val
79839,120273,223,52,0.9972,0.9993,0.9983,0.9981,0.9986,0.4,test
