TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
201,5545,4,0,0.9805,1.0,0.9901,0.9993,0.9993,0.0,train
2594,54803,71,38,0.9734,0.9856,0.9794,0.9987,0.9981,0.0,val
13933,340007,157793,72,0.0811,0.9949,0.15,0.683,0.6916,0.0,test
