,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-05-02 21:29:37.146634,2025-05-02 21:29:37.146708,0 days 00:00:00.000074,COMPLETE
1,1,0.0,2025-05-02 21:29:37.146884,2025-05-02 21:29:37.146915,0 days 00:00:00.000031,COMPLETE
2,2,0.0,2025-05-02 21:29:37.147034,2025-05-02 21:29:37.147060,0 days 00:00:00.000026,COMPLETE
3,3,0.0,2025-05-02 21:29:37.147169,2025-05-02 21:29:37.147195,0 days 00:00:00.000026,COMPLETE
4,4,0.0,2025-05-02 21:29:37.147303,2025-05-02 21:29:37.147329,0 days 00:00:00.000026,COMPLETE
5,5,0.0,2025-05-02 21:29:37.147443,2025-05-02 21:29:37.147471,0 days 00:00:00.000028,COMPLETE
6,6,0.0,2025-05-02 21:29:37.147580,2025-05-02 21:29:37.147606,0 days 00:00:00.000026,COMPLETE
7,7,0.0,2025-05-02 21:29:37.147711,2025-05-02 21:29:37.147737,0 days 00:00:00.000026,COMPLETE
8,8,0.0,2025-05-02 21:29:37.147842,2025-05-02 21:29:37.147867,0 days 00:00:00.000025,COMPLETE
9,9,0.0,2025-05-02 21:29:37.147973,2025-05-02 21:29:37.147998,0 days 00:00:00.000025,COMPLETE
10,10,0.0,2025-05-02 21:29:37.148102,2025-05-02 21:29:37.148128,0 days 00:00:00.000026,COMPLETE
11,11,0.0,2025-05-02 21:29:37.148234,2025-05-02 21:29:37.148259,0 days 00:00:00.000025,COMPLETE
12,12,0.0,2025-05-02 21:29:37.148366,2025-05-02 21:29:37.148391,0 days 00:00:00.000025,COMPLETE
13,13,0.0,2025-05-02 21:29:37.148497,2025-05-02 21:29:37.148523,0 days 00:00:00.000026,COMPLETE
14,14,0.0,2025-05-02 21:29:37.148627,2025-05-02 21:29:37.148652,0 days 00:00:00.000025,COMPLETE
15,15,0.0,2025-05-02 21:29:37.148755,2025-05-02 21:29:37.148780,0 days 00:00:00.000025,COMPLETE
16,16,0.0,2025-05-02 21:29:37.148883,2025-05-02 21:29:37.148908,0 days 00:00:00.000025,COMPLETE
17,17,0.0,2025-05-02 21:29:37.149012,2025-05-02 21:29:37.149037,0 days 00:00:00.000025,COMPLETE
18,18,0.0,2025-05-02 21:29:37.149140,2025-05-02 21:29:37.149164,0 days 00:00:00.000024,COMPLETE
19,19,0.0,2025-05-02 21:29:37.149266,2025-05-02 21:29:37.149291,0 days 00:00:00.000025,COMPLETE
20,20,0.0,2025-05-02 21:29:37.149393,2025-05-02 21:29:37.149418,0 days 00:00:00.000025,COMPLETE
21,21,0.0,2025-05-02 21:29:37.149523,2025-05-02 21:29:37.149548,0 days 00:00:00.000025,COMPLETE
22,22,0.0,2025-05-02 21:29:37.149653,2025-05-02 21:29:37.149677,0 days 00:00:00.000024,COMPLETE
23,23,0.0,2025-05-02 21:29:37.149780,2025-05-02 21:29:37.149806,0 days 00:00:00.000026,COMPLETE
24,24,0.0,2025-05-02 21:29:37.149910,2025-05-02 21:29:37.149935,0 days 00:00:00.000025,COMPLETE
25,25,0.0,2025-05-02 21:29:37.150038,2025-05-02 21:29:37.150062,0 days 00:00:00.000024,COMPLETE
26,26,0.0,2025-05-02 21:29:37.150166,2025-05-02 21:29:37.150191,0 days 00:00:00.000025,COMPLETE
27,27,0.0,2025-05-02 21:29:37.150294,2025-05-02 21:29:37.150319,0 days 00:00:00.000025,COMPLETE
28,28,0.0,2025-05-02 21:29:37.150423,2025-05-02 21:29:37.150447,0 days 00:00:00.000024,COMPLETE
29,29,0.0,2025-05-02 21:29:37.150557,2025-05-02 21:29:37.150582,0 days 00:00:00.000025,COMPLETE
