TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
6638,280857,6,29,0.9991,0.9957,0.9974,1.0,0.9999,0.5,train
2009,54907,10,580,0.995,0.776,0.872,0.9998,0.9897,0.5,val
6914,222136,307,668,0.9575,0.9119,0.9341,0.9986,0.9958,0.5,test
