TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
83491,166949,12,30,0.9999,0.9996,0.9997,0.9999,0.9998,0.0,train
1128,48825,54,89,0.9543,0.9269,0.9404,0.9989,0.9971,0.0,val
70723,129050,58,556,0.9992,0.9922,0.9957,0.9996,0.9969,0.0,test
