,number,value,datetime_start,datetime_complete,duration,params_c_alpha,params_n_components,params_threshold_mult,state
0,0,0.014925373134328356,2025-05-02 18:14:42.777004,2025-05-02 18:14:43.416756,0 days 00:00:00.639752,3.8906,21,1.4365154543087888,COMPLETE
1,1,0.009211283822682785,2025-05-02 18:14:43.417113,2025-05-02 18:14:44.152610,0 days 00:00:00.735497,3.8906,27,1.2232622060439275,COMPLETE
2,2,0.3331760264275601,2025-05-02 18:14:44.153555,2025-05-02 18:14:44.792329,0 days 00:00:00.638774,3.8906,16,1.8667777569270343,COMPLETE
3,3,0.566644780039396,2025-05-02 18:14:44.793309,2025-05-02 18:14:45.664396,0 days 00:00:00.871087,3.8906,14,0.13288005707399883,COMPLETE
4,4,0.016589861751152072,2025-05-02 18:14:45.664995,2025-05-02 18:14:46.685078,0 days 00:00:01.020083,3.8906,4,1.4457545178417393,COMPLETE
5,5,0.009211283822682785,2025-05-02 18:14:46.686092,2025-05-02 18:14:47.383877,0 days 00:00:00.697785,3.8906,22,1.914248892152678,COMPLETE
6,6,0.02166476624857469,2025-05-02 18:14:47.384803,2025-05-02 18:14:48.302767,0 days 00:00:00.917964,3.8906,20,0.7507721126636402,COMPLETE
7,7,0.02166476624857469,2025-05-02 18:14:48.303775,2025-05-02 18:14:48.895510,0 days 00:00:00.591735,3.8906,20,1.7035763441311864,COMPLETE
8,8,0.3331760264275601,2025-05-02 18:14:48.897143,2025-05-02 18:14:49.546114,0 days 00:00:00.648971,3.8906,16,1.7916358866300242,COMPLETE
9,9,0.7848443843031123,2025-05-02 18:14:49.547124,2025-05-02 18:14:50.321314,0 days 00:00:00.774190,3.8906,10,0.6679296025684845,COMPLETE
10,10,0.9609575377600456,2025-05-02 18:14:50.322310,2025-05-02 18:14:51.137974,0 days 00:00:00.815664,3.8906,7,0.626975728939963,COMPLETE
