TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
1157,55756,21,572,0.9822,0.6692,0.796,0.9996,0.9897,0.1,train
1089,55809,49,559,0.9569,0.6608,0.7818,0.9991,0.9894,0.1,val
8925,446251,337,4536,0.9636,0.663,0.7855,0.9992,0.9894,0.1,test
