TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
1574,55929,3,0,0.9981,1.0,0.999,0.9999,0.9999,0.2,train
1592,55878,36,0,0.9779,1.0,0.9888,0.9994,0.9994,0.2,val
13377,434131,12246,295,0.5221,0.9784,0.6808,0.9726,0.9727,0.2,test
