TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
154,5571,0,25,1.0,0.8603,0.9249,1.0,0.9957,0.3,train
1555,55785,28,138,0.9823,0.9185,0.9493,0.9995,0.9971,0.3,val
13587,496474,365,1379,0.9738,0.9079,0.9397,0.9993,0.9966,0.3,test
