,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-05-02 22:33:04.779881,2025-05-02 22:33:04.779970,0 days 00:00:00.000089,COMPLETE
1,1,0.0,2025-05-02 22:33:04.780178,2025-05-02 22:33:04.780216,0 days 00:00:00.000038,COMPLETE
2,2,0.0,2025-05-02 22:33:04.780361,2025-05-02 22:33:04.780395,0 days 00:00:00.000034,COMPLETE
3,3,0.0,2025-05-02 22:33:04.780532,2025-05-02 22:33:04.780565,0 days 00:00:00.000033,COMPLETE
4,4,0.0,2025-05-02 22:33:04.780699,2025-05-02 22:33:04.780732,0 days 00:00:00.000033,COMPLETE
5,5,0.0,2025-05-02 22:33:04.780877,2025-05-02 22:33:04.780910,0 days 00:00:00.000033,COMPLETE
6,6,0.0,2025-05-02 22:33:04.781046,2025-05-02 22:33:04.781079,0 days 00:00:00.000033,COMPLETE
7,7,0.0,2025-05-02 22:33:04.781228,2025-05-02 22:33:04.781262,0 days 00:00:00.000034,COMPLETE
8,8,0.0,2025-05-02 22:33:04.781398,2025-05-02 22:33:04.781430,0 days 00:00:00.000032,COMPLETE
9,9,0.0,2025-05-02 22:33:04.781564,2025-05-02 22:33:04.781595,0 days 00:00:00.000031,COMPLETE
10,10,0.0,2025-05-02 22:33:04.781728,2025-05-02 22:33:04.781760,0 days 00:00:00.000032,COMPLETE
11,11,0.0,2025-05-02 22:33:04.781893,2025-05-02 22:33:04.781924,0 days 00:00:00.000031,COMPLETE
12,12,0.0,2025-05-02 22:33:04.782056,2025-05-02 22:33:04.782088,0 days 00:00:00.000032,COMPLETE
13,13,0.0,2025-05-02 22:33:04.782221,2025-05-02 22:33:04.782253,0 days 00:00:00.000032,COMPLETE
14,14,0.0,2025-05-02 22:33:04.782384,2025-05-02 22:33:04.782416,0 days 00:00:00.000032,COMPLETE
15,15,0.0,2025-05-02 22:33:04.782546,2025-05-02 22:33:04.782577,0 days 00:00:00.000031,COMPLETE
16,16,0.0,2025-05-02 22:33:04.782707,2025-05-02 22:33:04.782738,0 days 00:00:00.000031,COMPLETE
17,17,0.0,2025-05-02 22:33:04.782869,2025-05-02 22:33:04.782901,0 days 00:00:00.000032,COMPLETE
18,18,0.0,2025-05-02 22:33:04.783033,2025-05-02 22:33:04.783065,0 days 00:00:00.000032,COMPLETE
19,19,0.0,2025-05-02 22:33:04.783195,2025-05-02 22:33:04.783225,0 days 00:00:00.000030,COMPLETE
20,20,0.0,2025-05-02 22:33:04.783355,2025-05-02 22:33:04.783387,0 days 00:00:00.000032,COMPLETE
21,21,0.0,2025-05-02 22:33:04.783515,2025-05-02 22:33:04.783547,0 days 00:00:00.000032,COMPLETE
22,22,0.0,2025-05-02 22:33:04.783678,2025-05-02 22:33:04.783709,0 days 00:00:00.000031,COMPLETE
23,23,0.0,2025-05-02 22:33:04.783842,2025-05-02 22:33:04.783874,0 days 00:00:00.000032,COMPLETE
24,24,0.0,2025-05-02 22:33:04.784007,2025-05-02 22:33:04.784039,0 days 00:00:00.000032,COMPLETE
25,25,0.0,2025-05-02 22:33:04.784173,2025-05-02 22:33:04.784204,0 days 00:00:00.000031,COMPLETE
26,26,0.0,2025-05-02 22:33:04.784336,2025-05-02 22:33:04.784367,0 days 00:00:00.000031,COMPLETE
27,27,0.0,2025-05-02 22:33:04.784499,2025-05-02 22:33:04.784530,0 days 00:00:00.000031,COMPLETE
28,28,0.0,2025-05-02 22:33:04.784663,2025-05-02 22:33:04.784694,0 days 00:00:00.000031,COMPLETE
29,29,0.0,2025-05-02 22:33:04.784826,2025-05-02 22:33:04.784856,0 days 00:00:00.000030,COMPLETE
