TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
244,5503,3,0,0.9879,1.0,0.9939,0.9995,0.9995,0.3,train
1497,55965,44,0,0.9714,1.0,0.9855,0.9992,0.9992,0.3,val
14278,494281,2427,819,0.8547,0.9458,0.8979,0.9951,0.9937,0.3,test
