,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-05-03 01:21:17.243979,2025-05-03 01:21:17.244064,0 days 00:00:00.000085,COMPLETE
1,1,0.0,2025-05-03 01:21:17.244297,2025-05-03 01:21:17.244343,0 days 00:00:00.000046,COMPLETE
2,2,0.0,2025-05-03 01:21:17.244524,2025-05-03 01:21:17.244567,0 days 00:00:00.000043,COMPLETE
3,3,0.0,2025-05-03 01:21:17.244749,2025-05-03 01:21:17.244792,0 days 00:00:00.000043,COMPLETE
4,4,0.0,2025-05-03 01:21:17.244966,2025-05-03 01:21:17.245008,0 days 00:00:00.000042,COMPLETE
5,5,0.0,2025-05-03 01:21:17.245179,2025-05-03 01:21:17.245222,0 days 00:00:00.000043,COMPLETE
6,6,0.0,2025-05-03 01:21:17.245414,2025-05-03 01:21:17.245458,0 days 00:00:00.000044,COMPLETE
7,7,0.0,2025-05-03 01:21:17.245642,2025-05-03 01:21:17.245700,0 days 00:00:00.000058,COMPLETE
8,8,0.0,2025-05-03 01:21:17.245881,2025-05-03 01:21:17.245922,0 days 00:00:00.000041,COMPLETE
9,9,0.0,2025-05-03 01:21:17.246087,2025-05-03 01:21:17.246128,0 days 00:00:00.000041,COMPLETE
10,10,0.0,2025-05-03 01:21:17.246311,2025-05-03 01:21:17.246353,0 days 00:00:00.000042,COMPLETE
11,11,0.0,2025-05-03 01:21:17.246523,2025-05-03 01:21:17.246565,0 days 00:00:00.000042,COMPLETE
12,12,0.0,2025-05-03 01:21:17.246749,2025-05-03 01:21:17.246789,0 days 00:00:00.000040,COMPLETE
13,13,0.0,2025-05-03 01:21:17.246957,2025-05-03 01:21:17.246998,0 days 00:00:00.000041,COMPLETE
14,14,0.0,2025-05-03 01:21:17.247173,2025-05-03 01:21:17.247215,0 days 00:00:00.000042,COMPLETE
15,15,0.0,2025-05-03 01:21:17.247383,2025-05-03 01:21:17.247424,0 days 00:00:00.000041,COMPLETE
16,16,0.0,2025-05-03 01:21:17.247607,2025-05-03 01:21:17.247648,0 days 00:00:00.000041,COMPLETE
17,17,0.0,2025-05-03 01:21:17.247809,2025-05-03 01:21:17.247849,0 days 00:00:00.000040,COMPLETE
18,18,0.0,2025-05-03 01:21:17.248010,2025-05-03 01:21:17.248050,0 days 00:00:00.000040,COMPLETE
19,19,0.0,2025-05-03 01:21:17.248211,2025-05-03 01:21:17.248250,0 days 00:00:00.000039,COMPLETE
20,20,0.0,2025-05-03 01:21:17.248409,2025-05-03 01:21:17.248448,0 days 00:00:00.000039,COMPLETE
21,21,0.0,2025-05-03 01:21:17.248608,2025-05-03 01:21:17.248648,0 days 00:00:00.000040,COMPLETE
22,22,0.0,2025-05-03 01:21:17.248807,2025-05-03 01:21:17.248846,0 days 00:00:00.000039,COMPLETE
23,23,0.0,2025-05-03 01:21:17.249007,2025-05-03 01:21:17.249045,0 days 00:00:00.000038,COMPLETE
24,24,0.0,2025-05-03 01:21:17.249206,2025-05-03 01:21:17.249244,0 days 00:00:00.000038,COMPLETE
25,25,0.0,2025-05-03 01:21:17.249411,2025-05-03 01:21:17.249450,0 days 00:00:00.000039,COMPLETE
26,26,0.0,2025-05-03 01:21:17.249617,2025-05-03 01:21:17.249656,0 days 00:00:00.000039,COMPLETE
27,27,0.0,2025-05-03 01:21:17.249824,2025-05-03 01:21:17.249863,0 days 00:00:00.000039,COMPLETE
28,28,0.0,2025-05-03 01:21:17.250030,2025-05-03 01:21:17.250069,0 days 00:00:00.000039,COMPLETE
29,29,0.0,2025-05-03 01:21:17.250231,2025-05-03 01:21:17.250270,0 days 00:00:00.000039,COMPLETE
