TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
5285,61664,160,378,0.9706,0.9333,0.9516,0.9974,0.992,0.4,train
1009,12367,53,68,0.9501,0.9369,0.9434,0.9957,0.991,0.4,val
4078,49451,164,298,0.9613,0.9319,0.9464,0.9967,0.9914,0.4,test
