TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
4930,61714,145,698,0.9714,0.876,0.9212,0.9977,0.9875,0.2,train
956,12369,34,138,0.9657,0.8739,0.9175,0.9973,0.9873,0.2,val
3847,49471,126,547,0.9683,0.8755,0.9196,0.9975,0.9875,0.2,test
