TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
573,55917,15,1001,0.9745,0.364,0.5301,0.9997,0.9823,0.2,train
1060,55906,8,532,0.9925,0.6658,0.797,0.9999,0.9906,0.2,val
9083,446103,274,4589,0.9707,0.6644,0.7888,0.9994,0.9894,0.2,test
