,number,value,datetime_start,datetime_complete,duration,state
0,0,0.0,2025-04-28 03:49:26.411505,2025-04-28 03:49:26.411572,0 days 00:00:00.000067,COMPLETE
1,1,0.0,2025-04-28 03:49:26.411730,2025-04-28 03:49:26.411761,0 days 00:00:00.000031,COMPLETE
2,2,0.0,2025-04-28 03:49:26.411889,2025-04-28 03:49:26.411918,0 days 00:00:00.000029,COMPLETE
3,3,0.0,2025-04-28 03:49:26.412044,2025-04-28 03:49:26.412071,0 days 00:00:00.000027,COMPLETE
4,4,0.0,2025-04-28 03:49:26.412195,2025-04-28 03:49:26.412223,0 days 00:00:00.000028,COMPLETE
5,5,0.0,2025-04-28 03:49:26.412358,2025-04-28 03:49:26.412385,0 days 00:00:00.000027,COMPLETE
6,6,0.0,2025-04-28 03:49:26.412509,2025-04-28 03:49:26.412536,0 days 00:00:00.000027,COMPLETE
7,7,0.0,2025-04-28 03:49:26.412660,2025-04-28 03:49:26.412686,0 days 00:00:00.000026,COMPLETE
8,8,0.0,2025-04-28 03:49:26.412827,2025-04-28 03:49:26.412858,0 days 00:00:00.000031,COMPLETE
9,9,0.0,2025-04-28 03:49:26.412983,2025-04-28 03:49:26.413010,0 days 00:00:00.000027,COMPLETE
10,10,0.0,2025-04-28 03:49:26.413134,2025-04-28 03:49:26.413161,0 days 00:00:00.000027,COMPLETE
11,11,0.0,2025-04-28 03:49:26.413294,2025-04-28 03:49:26.413322,0 days 00:00:00.000028,COMPLETE
12,12,0.0,2025-04-28 03:49:26.413446,2025-04-28 03:49:26.413473,0 days 00:00:00.000027,COMPLETE
13,13,0.0,2025-04-28 03:49:26.413608,2025-04-28 03:49:26.413636,0 days 00:00:00.000028,COMPLETE
14,14,0.0,2025-04-28 03:49:26.413760,2025-04-28 03:49:26.413787,0 days 00:00:00.000027,COMPLETE
15,15,0.0,2025-04-28 03:49:26.413912,2025-04-28 03:49:26.413939,0 days 00:00:00.000027,COMPLETE
16,16,0.0,2025-04-28 03:49:26.414063,2025-04-28 03:49:26.414090,0 days 00:00:00.000027,COMPLETE
17,17,0.0,2025-04-28 03:49:26.414213,2025-04-28 03:49:26.414240,0 days 00:00:00.000027,COMPLETE
18,18,0.0,2025-04-28 03:49:26.414364,2025-04-28 03:49:26.414391,0 days 00:00:00.000027,COMPLETE
19,19,0.0,2025-04-28 03:49:26.414514,2025-04-28 03:49:26.414541,0 days 00:00:00.000027,COMPLETE
20,20,0.0,2025-04-28 03:49:26.414664,2025-04-28 03:49:26.414691,0 days 00:00:00.000027,COMPLETE
21,21,0.0,2025-04-28 03:49:26.414814,2025-04-28 03:49:26.414844,0 days 00:00:00.000030,COMPLETE
22,22,0.0,2025-04-28 03:49:26.414968,2025-04-28 03:49:26.414995,0 days 00:00:00.000027,COMPLETE
23,23,0.0,2025-04-28 03:49:26.415117,2025-04-28 03:49:26.415144,0 days 00:00:00.000027,COMPLETE
24,24,0.0,2025-04-28 03:49:26.415267,2025-04-28 03:49:26.415293,0 days 00:00:00.000026,COMPLETE
25,25,0.0,2025-04-28 03:49:26.415417,2025-04-28 03:49:26.415444,0 days 00:00:00.000027,COMPLETE
26,26,0.0,2025-04-28 03:49:26.415565,2025-04-28 03:49:26.415592,0 days 00:00:00.000027,COMPLETE
27,27,0.0,2025-04-28 03:49:26.415713,2025-04-28 03:49:26.415739,0 days 00:00:00.000026,COMPLETE
28,28,0.0,2025-04-28 03:49:26.415861,2025-04-28 03:49:26.415887,0 days 00:00:00.000026,COMPLETE
29,29,0.0,2025-04-28 03:49:26.416010,2025-04-28 03:49:26.416036,0 days 00:00:00.000026,COMPLETE
