TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
860,10359,2044,234,0.2961,0.7861,0.4302,0.8352,0.8312,0.7,train
946,10318,2046,187,0.3162,0.835,0.4587,0.8345,0.8346,0.7,val
7296,82635,16457,1593,0.3072,0.8208,0.447,0.8339,0.8328,0.7,test
