TP,TN,FP,FN,precision,recall,f1,tnr,acc,offset,split
912,10318,2056,211,0.3073,0.8121,0.4459,0.8338,0.832,0.6,train
855,10361,2042,239,0.2951,0.7815,0.4285,0.8354,0.831,0.6,val
7291,82671,16411,1608,0.3076,0.8193,0.4473,0.8344,0.8331,0.6,test
