,number,value,datetime_start,datetime_complete,duration,params_c_alpha,params_n_components,params_threshold_mult,state
0,0,0.12529002320185614,2025-04-25 15:29:38.704079,2025-04-25 15:29:38.795351,0 days 00:00:00.091272,3.8906,12,1.3058212003475278,COMPLETE
1,1,0.1135483870967742,2025-04-25 15:29:38.795615,2025-04-25 15:29:38.883808,0 days 00:00:00.088193,3.8906,17,1.632099548002486,COMPLETE
2,2,0.1411483253588517,2025-04-25 15:29:38.884026,2025-04-25 15:29:38.971129,0 days 00:00:00.087103,3.8906,11,1.476127229342075,COMPLETE
3,3,0.19980217606330364,2025-04-25 15:29:38.971339,2025-04-25 15:29:39.058446,0 days 00:00:00.087107,3.8906,10,0.425557226464673,COMPLETE
4,4,0.1802575107296137,2025-04-25 15:29:39.058675,2025-04-25 15:29:39.145745,0 days 00:00:00.087070,3.8906,27,0.23936360550453972,COMPLETE
5,5,0.08579088471849866,2025-04-25 15:29:39.145960,2025-04-25 15:29:39.232883,0 days 00:00:00.086923,3.8906,22,1.4927606450053492,COMPLETE
6,6,0.14380825565912117,2025-04-25 15:29:39.233103,2025-04-25 15:29:39.320051,0 days 00:00:00.086948,3.8906,30,1.4677183264487907,COMPLETE
7,7,0.09776536312849163,2025-04-25 15:29:39.320276,2025-04-25 15:29:39.407322,0 days 00:00:00.087046,3.8906,28,1.7342312638531627,COMPLETE
8,8,0.12075471698113208,2025-04-25 15:29:39.407538,2025-04-25 15:29:39.494386,0 days 00:00:00.086848,3.8906,22,1.0669581283484222,COMPLETE
9,9,0.24532710280373832,2025-04-25 15:29:39.494630,2025-04-25 15:29:39.582392,0 days 00:00:00.087762,3.8906,5,0.8348051530812988,COMPLETE
10,10,0.2619899785254116,2025-04-25 15:29:39.582625,2025-04-25 15:29:39.674330,0 days 00:00:00.091705,3.8906,3,0.7616836260114868,COMPLETE
11,11,0.2628409493446688,2025-04-25 15:29:39.674552,2025-04-25 15:29:39.765795,0 days 00:00:00.091243,3.8906,4,0.6688076803086174,COMPLETE
12,12,0.2628046626633699,2025-04-25 15:29:39.766015,2025-04-25 15:29:39.857281,0 days 00:00:00.091266,3.8906,3,0.6803311202493878,COMPLETE
13,13,0.2615708274894811,2025-04-25 15:29:39.857507,2025-04-25 15:29:39.951127,0 days 00:00:00.093620,3.8906,7,0.5589014855618326,COMPLETE
14,14,0.250231124807396,2025-04-25 15:29:39.951355,2025-04-25 15:29:40.050881,0 days 00:00:00.099526,3.8906,7,0.10738573302194498,COMPLETE
15,15,0.2554128440366973,2025-04-25 15:29:40.051511,2025-04-25 15:29:40.146026,0 days 00:00:00.094515,3.8906,3,1.0138861503911711,COMPLETE
16,16,0.17094017094017094,2025-04-25 15:29:40.146221,2025-04-25 15:29:40.239993,0 days 00:00:00.093772,3.8906,15,0.6079253616271008,COMPLETE
17,17,0.30466122056703504,2025-04-25 15:29:40.240187,2025-04-25 15:29:40.334105,0 days 00:00:00.093918,3.8906,8,1.046492652501575,COMPLETE
18,18,0.3044949250845819,2025-04-25 15:29:40.334309,2025-04-25 15:29:40.425908,0 days 00:00:00.091599,3.8906,8,1.107548615724733,COMPLETE
19,19,0.12315270935960589,2025-04-25 15:29:40.426099,2025-04-25 15:29:40.516916,0 days 00:00:00.090817,3.8906,16,1.1995382749293908,COMPLETE
20,20,0.10693970420932879,2025-04-25 15:29:40.517101,2025-04-25 15:29:40.608160,0 days 00:00:00.091059,3.8906,13,0.9213708981340627,COMPLETE
21,21,0.308672219500245,2025-04-25 15:29:40.608349,2025-04-25 15:29:40.699462,0 days 00:00:00.091113,3.8906,8,1.2338719334787207,COMPLETE
22,22,0.3541788427819988,2025-04-25 15:29:40.699653,2025-04-25 15:29:40.792348,0 days 00:00:00.092695,3.8906,8,1.9860788029312588,COMPLETE
23,23,0.26973180076628356,2025-04-25 15:29:40.792537,2025-04-25 15:29:40.883476,0 days 00:00:00.090939,3.8906,9,1.9891716533031214,COMPLETE
24,24,0.11533052039381152,2025-04-25 15:29:40.883682,2025-04-25 15:29:40.974461,0 days 00:00:00.090779,3.8906,19,1.991429404208324,COMPLETE
25,25,0.08347826086956521,2025-04-25 15:29:40.974649,2025-04-25 15:29:41.065757,0 days 00:00:00.091108,3.8906,6,1.805383559933131,COMPLETE
26,26,0.09187279151943462,2025-04-25 15:29:41.065948,2025-04-25 15:29:41.156808,0 days 00:00:00.090860,3.8906,13,1.3056641797482982,COMPLETE
27,27,0.35685599541021223,2025-04-25 15:29:41.156997,2025-04-25 15:29:41.248018,0 days 00:00:00.091021,3.8906,9,1.2743993304824845,COMPLETE
28,28,0.09548387096774194,2025-04-25 15:29:41.248203,2025-04-25 15:29:41.339425,0 days 00:00:00.091222,3.8906,14,1.8298569666428717,COMPLETE
29,29,0.14302461899179367,2025-04-25 15:29:41.339622,2025-04-25 15:29:41.430610,0 days 00:00:00.090988,3.8906,11,1.2755546725285145,COMPLETE
30,30,0.132334581772784,2025-04-25 15:29:41.430811,2025-04-25 15:29:41.521816,0 days 00:00:00.091005,3.8906,10,1.589617475511228,COMPLETE
31,31,0.3210633946830266,2025-04-25 15:29:41.522011,2025-04-25 15:29:41.614409,0 days 00:00:00.092398,3.8906,9,1.1825531846071207,COMPLETE
32,32,0.09036144578313254,2025-04-25 15:29:41.614601,2025-04-25 15:29:41.706784,0 days 00:00:00.092183,3.8906,6,1.368298020014227,COMPLETE
33,33,0.12873563218390804,2025-04-25 15:29:41.707025,2025-04-25 15:29:41.800466,0 days 00:00:00.093441,3.8906,12,1.1924033018355298,COMPLETE
